#cls   1     1.000      0.0000000 001
     -1.1000000      0.2037205      0.2037205
     -1.0500000      0.2228948      0.2228948
     -1.0000000      0.2448835      0.2448835
     -0.9500000      0.2702840      0.2702840
     -0.9000000      0.2999055      0.2999055
     -0.8500000      0.3349188      0.3349188
     -0.8000000      0.3771588      0.3771588
     -0.7500000      0.4297040      0.4297040
     -0.7000000      0.4979214      0.4979214
     -0.6500000      0.5911710      0.5911710
     -0.6000000      0.7252567      0.7252567
     -0.5500000      0.9253688      0.9253688
     -0.5000000      1.2286622      1.2286622
     -0.4500000      1.6848875      1.6848875
     -0.4000000      2.3530589      2.3530589
     -0.3500000      3.2926104      3.2926104
     -0.3000000      4.5491820      4.5491820
     -0.2500000      6.1373516      6.1373516
     -0.2000000      8.0225134      8.0225134
     -0.1500000     10.0971152     10.0971152
     -0.1000000     12.1342647     12.1342647
     -0.0500000     13.7250778     13.7250778
      0.0000000     14.3450433     14.3450433
      0.0500000     13.7250778     13.7250778
      0.1000000     12.1342647     12.1342647
      0.1500000     10.0971152     10.0971152
      0.2000000      8.0225134      8.0225134
      0.2500000      6.1373516      6.1373516
      0.3000000      4.5491820      4.5491820
      0.3500000      3.2926104      3.2926104
      0.4000000      2.3530589      2.3530589
      0.4500000      1.6848875      1.6848875
      0.5000000      1.2286622      1.2286622
      0.5500000      0.9253688      0.9253688
      0.6000000      0.7252567      0.7252567
      0.6500000      0.5911710      0.5911710
      0.7000000      0.4979214      0.4979214
      0.7500000      0.4297040      0.4297040
      0.8000000      0.3771588      0.3771588
      0.8500000      0.3349188      0.3349188
      0.9000000      0.2999055      0.2999055
      0.9500000      0.2702840      0.2702840
      1.0000000      0.2448835      0.2448835
      1.0500000      0.2228948      0.2228948
      1.1000000      0.2037205      0.2037205
      1.1500000      0.1868981      0.1868981
      1.2000000      0.1720595      0.1720595
      1.2500000      0.1589067      0.1589067
      1.3000000      0.1471953      0.1471953
      1.3500000      0.1367237      0.1367237
      1.4000000      0.1273240      0.1273240
      1.4500000      0.1188555      0.1188555
      1.5000000      0.1112000      0.1112000
      1.5500000      0.1042571      0.1042571
      1.6000000      0.0979415      0.0979415
      1.6500000      0.0921802      0.0921802
      1.7000000      0.0869105      0.0869105
      1.7500000      0.0820783      0.0820783
      1.8000000      0.0776366      0.0776366
      1.8500000      0.0735445      0.0735445
      1.9000000      0.0697666      0.0697666
      1.9500000      0.0662714      0.0662714
      2.0000000      0.0630317      0.0630317
      2.0500000      0.0600231      0.0600231
      2.1000000      0.0572242      0.0572242
      2.1500000      0.0546162      0.0546162
      2.2000000      0.0521819      0.0521819
      2.2500000      0.0499065      0.0499065
      2.3000000      0.0477763      0.0477763
      2.3500000      0.0457794      0.0457794
      2.4000000      0.0439048      0.0439048
      2.4500000      0.0421428      0.0421428
      2.5000000      0.0404846      0.0404846
      2.5500000      0.0389221      0.0389221
      2.6000000      0.0374482      0.0374482
      2.6500000      0.0360563      0.0360563
      2.7000000      0.0347405      0.0347405
      2.7500000      0.0334953      0.0334953
      2.8000000      0.0323157      0.0323157
      2.8500000      0.0311973      0.0311973
      2.9000000      0.0301358      0.0301358
      2.9500000      0.0291276      0.0291276
      3.0000000      0.0281690      0.0281690
      3.0500000      0.0272569      0.0272569
      3.1000000      0.0263884      0.0263884
      3.1500000      0.0255606      0.0255606
      3.2000000      0.0247712      0.0247712
      3.2500000      0.0240177      0.0240177
      3.3000000      0.0232981      0.0232981
      3.3500000      0.0226102      0.0226102
      3.4000000      0.0219524      0.0219524
      3.4500000      0.0213228      0.0213228
      3.5000000      0.0207199      0.0207199
      3.5500000      0.0201422      0.0201422
      3.6000000      0.0195883      0.0195883
      3.6500000      0.0190569      0.0190569
      3.7000000      0.0185468      0.0185468
      3.7500000      0.0180569      0.0180569
      3.8000000      0.0175862      0.0175862
      3.8500000      0.0171336      0.0171336
      3.9000000      0.0166982      0.0166982
      3.9500000      0.0162792      0.0162792
      4.0000000      0.0158758      0.0158758
      4.0500000      0.0154872      0.0154872
      4.1000000      0.0151126      0.0151126
      4.1500000      0.0147515      0.0147515
      4.2000000      0.0144032      0.0144032
      4.2500000      0.0140670      0.0140670
      4.3000000      0.0137425      0.0137425
      4.3500000      0.0134290      0.0134290
      4.4000000      0.0131262      0.0131262
      4.4500000      0.0128335      0.0128335
      4.5000000      0.0125504      0.0125504
      4.5500000      0.0122766      0.0122766
      4.6000000      0.0120117      0.0120117
      4.6500000      0.0117552      0.0117552
      4.7000000      0.0115069      0.0115069
      4.7500000      0.0112664      0.0112664
      4.8000000      0.0110333      0.0110333
      4.8500000      0.0108073      0.0108073
      4.9000000      0.0105883      0.0105883
      4.9500000      0.0103758      0.0103758
      5.0000000      0.0101696      0.0101696
